登録NO,枝番,レベル,英単語,品詞,意味(日本語),意味(英語),例文(英語),例文(日本語),解説,通算チェック回数,最終チェック日時
E14479,1,5,go to great lengths,慣用句,労を惜しまない、あらゆる手を尽くす,to try very hard to achieve something,They went to great lengths to find the missing dog.,彼らは行方不明の犬を見つけるためあらゆる手を尽くした。,後ろに to do を続ける。great の代わりに any も使える。,0,
E14480,1,5,toss up,句動詞,コインを投げて決める、放り上げる,to throw a coin to decide something,We tossed up to see who would go first.,私たちはどちらが先に行くかコインを投げて決めた。,名詞 a toss-up は「五分五分のこと」。,0,
E14481,1,5,opt in,句動詞,参加を選ぶ、加入する,to choose to take part in something,Employees must opt in to the new pension plan.,従業員は新しい年金制度への加入を自分で選ぶ必要がある。,反対は opt out（不参加を選ぶ）。個人情報の同意でよく使う。,0,
E14482,1,5,put the brakes on,慣用句,歯止めをかける、減速させる,to slow down or stop something,Rising costs put the brakes on the expansion.,費用の増加がその拡大に歯止めをかけた。,車のブレーキから。計画や支出を抑える場面で使う。,0,
E14483,1,5,slip through the cracks,慣用句,見落とされる、抜け落ちる,to be missed or forgotten by a system,A few applications slipped through the cracks.,いくつかの申請が見落とされてしまった。,制度のすき間から落ちる様子。管理の不備を表す。,0,
E14484,1,5,go sour,句動詞,うまくいかなくなる、悪化する,to stop being good or friendly,Their partnership went sour after two years.,彼らの提携は2年後にうまくいかなくなった。,牛乳が酸っぱくなるのが元。関係や取引に使う。,0,
E14485,1,5,zip up,句動詞,ファスナーを閉める,to close something with a zipper,Zip up your jacket before you go outside.,外へ出る前に上着のファスナーを閉めなさい。,反対は unzip。口を閉じろという命令にも使われる。,0,
E14486,1,5,make allowance for,熟語,～を考慮に入れる、大目に見る,to consider something when judging or planning,We should make allowance for the heavy traffic.,私たちはひどい渋滞を考慮に入れるべきだ。,allowances と複数形にすることも多い。allow for も同じ意味。,0,
E14487,1,5,splash out,句動詞,大金を使う、奮発する,to spend a lot of money on something enjoyable,They splashed out on a trip to Italy.,彼らは奮発してイタリア旅行に出かけた。,英国のくだけた語。on と一緒に使うことが多い。,0,
E14488,1,5,set one's sights on,慣用句,～を目標に定める,to decide to try hard to achieve something,She set her sights on becoming a surgeon.,彼女は外科医になることを目標に定めた。,sights は銃の照準。one's は主語に合わせて変える。,0,
E14489,1,5,spill the beans,慣用句,秘密をもらす,to tell a secret that should be kept,He spilled the beans about the surprise party.,彼はサプライズパーティーの秘密をもらしてしまった。,豆をこぼす絵が語源とされる。くだけた場面で使う。,0,
E14490,1,5,drift apart,句動詞,疎遠になる,to slowly become less close to someone,The old friends drifted apart after college.,その旧友たちは大学を出てから疎遠になった。,drift は「漂う」。自然に離れていく感じを表す。,0,
E14491,1,5,tee off,句動詞,ゴルフを打ち始める、始める,"to hit the first shot in golf, or to start",They tee off at seven in the morning.,彼らは朝7時に第1打を打つ。,ゴルフ用語から。米国では「怒らせる」の意味でも使う。,0,
E14492,1,5,wipe the slate clean,慣用句,過去を水に流す、白紙に戻す,to forget past mistakes and start again,Both sides agreed to wipe the slate clean.,双方は過去を水に流すことで合意した。,石板の書き込みを消すのが元。start afresh と同じ場面で使う。,0,
E14493,1,5,lose one's temper,慣用句,かんしゃくを起こす、怒り出す,to become suddenly very angry,He lost his temper and shouted at the driver.,彼はかっとなって運転手に怒鳴った。,keep one's temper は反対に「怒りをこらえる」。,0,
E14494,1,5,lock horns with,慣用句,～と衝突する、対立する,to argue strongly with someone,The mayor locked horns with the city council.,市長は市議会と激しく対立した。,角を突き合わせる動物の姿から。over（～をめぐって）と使う。,0,
E14495,1,5,seize on,句動詞,～に飛びつく、利用する,to take eager advantage of something,Reporters seized on his careless remark.,記者たちは彼の不用意な発言に飛びついた。,seize upon とも書く。批判の材料にする場面が多い。,0,
E14496,1,5,take the bull by the horns,慣用句,困難に敢然と立ち向かう,to face a difficult problem in a brave and direct way,She took the bull by the horns and asked for a raise.,彼女は思い切って昇給を求めた。,闘牛の角をつかむ姿から。逃げずに正面から取り組むこと。,0,
E14497,1,5,tick off,句動詞,印をつける、いらだたせる,"to mark items on a list, or to annoy someone",She ticked off each item as it was packed.,彼女は荷造りが済むごとに各項目に印をつけた。,英国では「印をつける」、米国では「怒らせる」が主。,0,
E14498,1,5,vent one's frustration,熟語,不満をぶちまける,to express your anger or annoyance openly,He vented his frustration in a long email.,彼は長いメールで不満をぶちまけた。,vent は空気を逃がす穴。感情を外に出す意味になる。,0,
E14499,1,5,queue up,句動詞,列に並ぶ,to stand in a line and wait for your turn,Hundreds of fans queued up outside the hall.,何百ものファンが会場の外で列に並んだ。,英国語。米国では line up を使う。発音は「キュー」。,0,
E14500,1,5,set a precedent,熟語,先例をつくる,to do something that will be used as an example later,The ruling set a precedent for similar cases.,その判決は同様の事件の先例をつくった。,法律で頻出。without precedent は「前例のない」。,0,
E14501,1,5,sable,名詞,クロテン、黒テンの毛皮,a small forest animal valued for its dark fur,She wore a coat trimmed with sable.,彼女はクロテンの毛皮で縁取ったコートを着ていた。,毛皮が高級品として有名。紋章学では「黒色」を表す語としても使う。,0,
E14502,1,5,senile,形容詞,もうろくした、老衰の,confused or weak in the mind because of old age,His grandfather became senile in his last years.,彼の祖父は晩年もうろくしてしまった。,人に使うと失礼になりやすい。医学では dementia（認知症）を使うのが普通。,0,
E14503,1,5,sleigh,名詞,そり,a vehicle pulled over snow by horses or dogs,The children rode home on a horse-drawn sleigh.,子どもたちは馬の引くそりで家まで帰った。,発音は slay と同じ。sled より大きく、人を乗せて走るものを指す。,0,
E14504,1,5,sliver,名詞,細片、ひとかけら,a very thin small piece broken off something,He cut himself on a sliver of glass.,彼はガラスの破片で手を切った。,a sliver of hope（わずかな希望）のように「ごくわずか」の比喩でも使う。,0,
E14505,1,5,slush,名詞,解けかけの雪、ぬかるみ,snow that has partly melted into soft wet mud,The morning slush soaked through her boots.,朝のぬかるんだ雪が彼女のブーツにしみ込んだ。,slush fund は「裏金」。飲み物のフローズンドリンクも slush と呼ぶ。,0,
E14506,1,5,smelt,動詞,溶鉱して精錬する,to melt rock in order to get metal out of it,The old factory used to smelt iron ore here.,その古い工場はここで鉄鉱石を精錬していた。,金属を取り出す工程を指す。同じつづりで小魚の「ワカサギ類」の意味もある。,0,
E14507,1,5,softness,名詞,柔らかさ、優しさ,the quality of being soft to touch or gentle,I love the softness of this wool blanket.,私はこのウールの毛布の柔らかさが大好きだ。,soft＋-ness。手ざわりだけでなく声や光の「やわらかさ」にも使える。,0,
E14508,1,5,sportsmen,名詞,スポーツをする人たち,men who take part in sports,The club welcomed sportsmen from ten countries.,そのクラブは十か国からのスポーツ選手を迎えた。,sportsman の複数形。今は男女を含む sportspeople を使うことも多い。,0,
